"student_spending","hours_study_cat","fin_lit_cat","living_arr","funding_cat","social_outings_cat","distance_cat"
2401.73253404037,"High","High","On-campus","NSFAS","High","Near"
2542.12207718739,"High","High","On-campus","NSFAS","High","Near"
2044.37464679812,"High","High","On-campus","NSFAS","High","Near"
2173.24086035132,"High","High","On-campus","NSFAS","High","Near"
2609.94031459244,"High","High","On-campus","NSFAS","High","Near"
1700.26918645407,"High","High","On-campus","NSFAS","High","Near"
2170.04055206482,"High","High","On-campus","NSFAS","High","Near"
2766.17607103584,"High","High","On-campus","NSFAS","High","Near"
2798.39751726606,"High","High","On-campus","NSFAS","High","Near"
2289.14883083754,"High","High","On-campus","NSFAS","High","Near"
2034.09776234659,"High","High","On-campus","NSFAS","High","Near"
2291.36435487261,"High","High","On-campus","NSFAS","High","Near"
2086.80640101325,"High","High","On-campus","NSFAS","High","Near"
2613.20432057287,"High","High","On-campus","NSFAS","High","Near"
2048.37933607424,"High","High","On-campus","NSFAS","High","Near"
2343.22789880219,"High","High","On-campus","NSFAS","High","Near"
3504.96251864217,"Low","Low","Off-campus","NSFAS","High","Near"
3160.62245982604,"Low","Low","Off-campus","NSFAS","High","Near"
3562.88117037655,"Low","Low","Off-campus","NSFAS","High","Near"
3163.01750727092,"Low","Low","Off-campus","NSFAS","High","Near"
3507.55995741349,"Low","Low","Off-campus","NSFAS","High","Near"
3624.16540827589,"Low","Low","Off-campus","NSFAS","High","Near"
3102.8892694042,"Low","Low","Off-campus","NSFAS","High","Near"
3626.9987602449,"Low","Low","Off-campus","NSFAS","High","Near"
3227.6167821969,"Low","Low","Off-campus","NSFAS","High","Near"
3423.58834710924,"Low","Low","Off-campus","NSFAS","High","Near"
3400.45936807219,"Low","Low","Off-campus","NSFAS","High","Near"
3243.20090341545,"Low","Low","Off-campus","NSFAS","High","Near"
3417.02571749945,"Low","Low","Off-campus","NSFAS","High","Near"
3042.39226864404,"Low","Low","Off-campus","NSFAS","High","Near"
3315.96578195376,"Low","Low","Off-campus","NSFAS","High","Near"
3556.44770791629,"Low","Low","Off-campus","NSFAS","High","Near"
2806.46883769267,"Low","Low","Off-campus","NSFAS","High","Near"
2978.01845316044,"Low","Low","Off-campus","NSFAS","High","Near"
3059.51561060076,"Low","Low","Off-campus","NSFAS","High","Near"
2952.72757646364,"Low","Low","Off-campus","NSFAS","High","Near"
3454.89575982409,"High","Low","Off-campus","NSFAS","High","Near"
3101.767912561,"High","Low","Off-campus","NSFAS","High","Near"
2808.86322866776,"High","Low","Off-campus","NSFAS","High","Near"
3190.60780872989,"High","Low","Off-campus","NSFAS","High","Near"
3252.3411871313,"High","Low","Off-campus","NSFAS","High","Near"
3564.19636844453,"High","Low","Off-campus","NSFAS","High","Near"
3074.06196600029,"High","Low","Off-campus","NSFAS","High","Near"
3640.32231393467,"High","Low","Off-campus","NSFAS","High","Near"
3449.59067890715,"High","Low","Off-campus","NSFAS","High","Near"
3440.58803940889,"High","Low","Off-campus","NSFAS","High","Near"
3136.86858242137,"High","Low","Off-campus","NSFAS","High","Near"
3838.41696997451,"High","Low","Off-campus","NSFAS","High","Near"
3308.93229197571,"High","Low","Off-campus","NSFAS","High","Near"
2893.77560395542,"High","Low","Off-campus","NSFAS","High","Near"
3299.03588215188,"High","Low","Off-campus","NSFAS","High","Near"
2866.38898231699,"High","Low","Off-campus","NSFAS","High","Near"
3272.37247105333,"High","Low","Off-campus","NSFAS","High","Near"
3244.4432492026,"High","Low","Off-campus","NSFAS","High","Near"
3520.45742260085,"High","Low","Off-campus","NSFAS","High","Near"
3602.37404643437,"High","Low","Off-campus","NSFAS","High","Near"
2868.47375877471,"Low","Medium","Off-campus","NSFAS","High","Near"
3251.52721709376,"Low","Medium","Off-campus","NSFAS","High","Near"
3406.08077741719,"Low","Medium","Off-campus","NSFAS","High","Near"
2853.96399878934,"Low","Medium","Off-campus","NSFAS","High","Near"
2886.89890837517,"Low","Medium","Off-campus","NSFAS","High","Near"
3212.69459078842,"Low","Medium","Off-campus","NSFAS","High","Near"
3095.76199248598,"Low","Medium","Off-campus","NSFAS","High","Near"
3187.19374011107,"Low","Medium","Off-campus","NSFAS","High","Near"
3401.17107363689,"Low","Medium","Off-campus","NSFAS","High","Near"
3146.7707798941,"Low","Medium","Off-campus","NSFAS","High","Near"
3312.92531754384,"Low","Medium","Off-campus","NSFAS","High","Near"
3205.7263655843,"Low","Medium","Off-campus","NSFAS","High","Near"
3158.40509745221,"Low","Medium","Off-campus","NSFAS","High","Near"
3146.5211095461,"Low","Medium","Off-campus","NSFAS","High","Near"
3372.83082611452,"Low","Medium","Off-campus","NSFAS","High","Near"
2799.43503157234,"Low","Medium","Off-campus","NSFAS","High","Near"
2773.70431771063,"Low","Medium","Off-campus","NSFAS","High","Near"
3197.9865008493,"Low","Medium","Off-campus","NSFAS","High","Near"
3020.07758396672,"Low","Medium","Off-campus","NSFAS","High","Near"
3068.50130292124,"Low","Medium","Off-campus","NSFAS","High","Near"
3235.31934429285,"High","Medium","Off-campus","NSFAS","High","Near"
3238.32376196227,"High","Medium","Off-campus","NSFAS","High","Near"
2984.33237415956,"High","Medium","Off-campus","NSFAS","High","Near"
2971.86403275072,"High","Medium","Off-campus","NSFAS","High","Near"
3068.39965225197,"High","Medium","Off-campus","NSFAS","High","Near"
3315.75444732369,"High","Medium","Off-campus","NSFAS","High","Near"
3156.50512166975,"High","Medium","Off-campus","NSFAS","High","Near"
3408.2518777058,"High","Medium","Off-campus","NSFAS","High","Near"
3048.09078239501,"High","Medium","Off-campus","NSFAS","High","Near"
3331.41690130519,"High","Medium","Off-campus","NSFAS","High","Near"
3270.75057775431,"High","Medium","Off-campus","NSFAS","High","Near"
3203.02086522502,"High","Medium","Off-campus","NSFAS","High","Near"
3153.67517669462,"High","Medium","Off-campus","NSFAS","High","Near"
2980.02940071437,"High","Medium","Off-campus","NSFAS","High","Near"
3022.74062270769,"High","Medium","Off-campus","NSFAS","High","Near"
3107.34887392712,"High","Medium","Off-campus","NSFAS","High","Near"
3062.22222266982,"High","Medium","Off-campus","NSFAS","High","Near"
3285.80611709656,"High","Medium","Off-campus","NSFAS","High","Near"
3022.67071920339,"High","Medium","Off-campus","NSFAS","High","Near"
3032.40576960304,"High","Medium","Off-campus","NSFAS","High","Near"
2628.92022810858,"Low","High","Off-campus","NSFAS","High","Near"
2715.41591786417,"Low","High","Off-campus","NSFAS","High","Near"
2732.80858942404,"Low","High","Off-campus","NSFAS","High","Near"
2171.56605652515,"Low","High","Off-campus","NSFAS","High","Near"
2408.79207569642,"Low","High","Off-campus","NSFAS","High","Near"
2731.87827251201,"Low","High","Off-campus","NSFAS","High","Near"
2683.67905628388,"Low","High","Off-campus","NSFAS","High","Near"
2449.78266794814,"Low","High","Off-campus","NSFAS","High","Near"
2252.11545598925,"Low","High","Off-campus","NSFAS","High","Near"
2661.40769502164,"Low","High","Off-campus","NSFAS","High","Near"
2913.37394142357,"Low","High","Off-campus","NSFAS","High","Near"
3193.30965798189,"Low","High","Off-campus","NSFAS","High","Near"
2740.38580157267,"Low","High","Off-campus","NSFAS","High","Near"
3123.29621015693,"Low","High","Off-campus","NSFAS","High","Near"
2770.75553940899,"Low","High","Off-campus","NSFAS","High","Near"
2778.88302606489,"Low","High","Off-campus","NSFAS","High","Near"
2831.20632833719,"Low","High","Off-campus","NSFAS","High","Near"
2532.35568868477,"Low","High","Off-campus","NSFAS","High","Near"
2737.07044677628,"Low","High","Off-campus","NSFAS","High","Near"
2977.11192469806,"Low","High","Off-campus","NSFAS","High","Near"
2562.56855328695,"High","High","Off-campus","NSFAS","High","Near"
2669.59848252801,"High","High","Off-campus","NSFAS","High","Near"
2463.05731238519,"High","High","Off-campus","NSFAS","High","Near"
2838.58804911234,"High","High","Off-campus","NSFAS","High","Near"
2856.19994559726,"High","High","Off-campus","NSFAS","High","Near"
2912.08683780602,"High","High","Off-campus","NSFAS","High","Near"
2445.04749212077,"High","High","Off-campus","NSFAS","High","Near"
2776.80875868869,"High","High","Off-campus","NSFAS","High","Near"
2513.98557708754,"High","High","Off-campus","NSFAS","High","Near"
2749.90383782099,"High","High","Off-campus","NSFAS","High","Near"
3085.65598000152,"High","High","Off-campus","NSFAS","High","Near"
2624.11867826643,"High","High","Off-campus","NSFAS","High","Near"
2929.17083023471,"High","High","Off-campus","NSFAS","High","Near"
2562.58285397908,"High","High","Off-campus","NSFAS","High","Near"
2630.36794738742,"High","High","Off-campus","NSFAS","High","Near"
2859.68043764665,"High","High","Off-campus","NSFAS","High","Near"
2580.22193238553,"High","High","Off-campus","NSFAS","High","Near"
2324.25879121364,"High","High","Off-campus","NSFAS","High","Near"
3066.29210880333,"High","High","Off-campus","NSFAS","High","Near"
2840.08930946996,"High","High","Off-campus","NSFAS","High","Near"
3704.09013985998,"Low","Low","Apartment","NSFAS","High","Near"
3351.48030316735,"Low","Low","Apartment","NSFAS","High","Near"
4325.55244284983,"Low","Low","Apartment","NSFAS","High","Near"
4697.59270531789,"Low","Low","Apartment","NSFAS","High","Near"
3901.87010183886,"Low","Low","Apartment","NSFAS","High","Near"
4062.4516618778,"Low","Low","Apartment","NSFAS","High","Near"
4156.14007801854,"Low","Low","Apartment","NSFAS","High","Near"
3674.54889161535,"Low","Low","Apartment","NSFAS","High","Near"
3762.20094261086,"Low","Low","Apartment","NSFAS","High","Near"
3418.2197408387,"Low","Low","Apartment","NSFAS","High","Near"
3665.85544193203,"Low","Low","Apartment","NSFAS","High","Near"
4005.60244572153,"Low","Low","Apartment","NSFAS","High","Near"
3777.32100268978,"Low","Low","Apartment","NSFAS","High","Near"
3796.44711645423,"Low","Low","Apartment","NSFAS","High","Near"
3821.86011212437,"Low","Low","Apartment","NSFAS","High","Near"
3384.0832543761,"Low","Low","Apartment","NSFAS","High","Near"
4059.40748355792,"Low","Low","Apartment","NSFAS","High","Near"
3489.12677776614,"Low","Low","Apartment","NSFAS","High","Near"
3797.85745939609,"Low","Low","Apartment","NSFAS","High","Near"
3740.35913448529,"Low","Low","Apartment","NSFAS","High","Near"
3795.35154578595,"High","Low","Apartment","NSFAS","High","Near"
4214.99148618395,"High","Low","Apartment","NSFAS","High","Near"
3704.48502052116,"High","Low","Apartment","NSFAS","High","Near"
3654.22560107203,"High","Low","Apartment","NSFAS","High","Near"
3470.08650126404,"High","Low","Apartment","NSFAS","High","Near"
3648.57547959719,"High","Low","Apartment","NSFAS","High","Near"
3558.45382315807,"High","Low","Apartment","NSFAS","High","Near"
3951.98654906207,"High","Low","Apartment","NSFAS","High","Near"
3634.24893849803,"High","Low","Apartment","NSFAS","High","Near"
3926.01050875703,"High","Low","Apartment","NSFAS","High","Near"
3813.39312803802,"High","Low","Apartment","NSFAS","High","Near"
3491.6094550223,"High","Low","Apartment","NSFAS","High","Near"
3652.34805356933,"High","Low","Apartment","NSFAS","High","Near"
4071.27811376442,"High","Low","Apartment","NSFAS","High","Near"
4075.76902148864,"High","Low","Apartment","NSFAS","High","Near"
4351.39331857516,"High","Low","Apartment","NSFAS","High","Near"
3849.10492290005,"High","Low","Apartment","NSFAS","High","Near"
3476.04329650447,"High","Low","Apartment","NSFAS","High","Near"
3657.89574324621,"High","Low","Apartment","NSFAS","High","Near"
3952.12212621004,"High","Low","Apartment","NSFAS","High","Near"
4025.03408372368,"Low","Medium","Apartment","NSFAS","High","Near"
3577.50228085993,"Low","Medium","Apartment","NSFAS","High","Near"
3835.09670628212,"Low","Medium","Apartment","NSFAS","High","Near"
3742.02032617307,"Low","Medium","Apartment","NSFAS","High","Near"
3257.97709447067,"Low","Medium","Apartment","NSFAS","High","Near"
3507.22183693379,"Low","Medium","Apartment","NSFAS","High","Near"
3876.31538408692,"Low","Medium","Apartment","NSFAS","High","Near"
3769.02402739898,"Low","Medium","Apartment","NSFAS","High","Near"
3665.94903539195,"Low","Medium","Apartment","NSFAS","High","Near"
3669.27856134422,"Low","Medium","Apartment","NSFAS","High","Near"
3427.14867494765,"Low","Medium","Apartment","NSFAS","High","Near"
3220.15367166395,"Low","Medium","Apartment","NSFAS","High","Near"
3873.85644770783,"Low","Medium","Apartment","NSFAS","High","Near"
3194.94512708327,"Low","Medium","Apartment","NSFAS","High","Near"
3315.27602007354,"Low","Medium","Apartment","NSFAS","High","Near"
3707.24124812996,"Low","Medium","Apartment","NSFAS","High","Near"
3234.4513626526,"Low","Medium","Apartment","NSFAS","High","Near"
3412.0323966818,"Low","Medium","Apartment","NSFAS","High","Near"
3254.30012330438,"Low","Medium","Apartment","NSFAS","High","Near"
3705.16588943224,"Low","Medium","Apartment","NSFAS","High","Near"
3661.57825415952,"High","Medium","Apartment","NSFAS","High","Near"
3655.47117331842,"High","Medium","Apartment","NSFAS","High","Near"
3660.61619303641,"High","Medium","Apartment","NSFAS","High","Near"
3689.31143659473,"High","Medium","Apartment","NSFAS","High","Near"
3709.83912299263,"High","Medium","Apartment","NSFAS","High","Near"
3057.83461083144,"High","Medium","Apartment","NSFAS","High","Near"
3512.79590966003,"High","Medium","Apartment","NSFAS","High","Near"
3578.11595313798,"High","Medium","Apartment","NSFAS","High","Near"
3731.16905066194,"High","Medium","Apartment","NSFAS","High","Near"
3253.12848099868,"High","Medium","Apartment","NSFAS","High","Near"
3425.09995254602,"High","Medium","Apartment","NSFAS","High","Near"
3281.58925231221,"High","Medium","Apartment","NSFAS","High","Near"
3814.31005317742,"High","Medium","Apartment","NSFAS","High","Near"
3869.76814580233,"High","Medium","Apartment","NSFAS","High","Near"
3746.91918133981,"High","Medium","Apartment","NSFAS","High","Near"
3244.39915435575,"High","Medium","Apartment","NSFAS","High","Near"
3662.98802918416,"High","Medium","Apartment","NSFAS","High","Near"
3837.61229659523,"High","Medium","Apartment","NSFAS","High","Near"
3591.98524518411,"High","Medium","Apartment","NSFAS","High","Near"
3408.47266677601,"High","Medium","Apartment","NSFAS","High","Near"
2978.47043984716,"Low","High","Apartment","NSFAS","High","Near"
3083.67430110996,"Low","High","Apartment","NSFAS","High","Near"
3428.71208898733,"Low","High","Apartment","NSFAS","High","Near"
3142.08472490452,"Low","High","Apartment","NSFAS","High","Near"
3306.90373498502,"Low","High","Apartment","NSFAS","High","Near"
3573.73644891758,"Low","High","Apartment","NSFAS","High","Near"
3394.58373511736,"Low","High","Apartment","NSFAS","High","Near"
3591.16819536838,"Low","High","Apartment","NSFAS","High","Near"
2824.6050493349,"Low","High","Apartment","NSFAS","High","Near"
3179.83093007155,"Low","High","Apartment","NSFAS","High","Near"
